13500,6,2006
740,8,2006
410116.14,2,2007
35471.06,3,2007
4224,4,2007
6288,5,2007
5752.56,6,2007
5317,7,2007
6179,8,2007
3006,9,2007
3729,10,2007
6680.39,11,2007
7308,12,2007
3884.08,1,2008
3196,2,2008
5389.8,3,2008
28237,4,2008
6121,5,2008
14567.69,6,2008
5277.24,7,2008
8019.72,8,2008
12740,9,2008
4192.31,10,2008
12008.78,11,2008
7896.27,12,2008
21057.45,1,2009
5991.71,2,2009
5034.87,3,2009
4629.11,4,2009
6426.76,5,2009
6155,6,2009
4571,7,2009
1742.64,8,2009
1600,9,2009
1850,11,2009
13418.92,12,2009
8472,1,2010
6271.55,2,2010
7748.93,3,2010
15415.06,4,2010
5264.15,5,2010
6004.92,6,2010
2641.56,7,2010
10094.83,8,2010
4084.11,9,2010
993.24,10,2010
26521.39,11,2010
5397.88,12,2010
1995,1,2011
7146,2,2011
23178.14,3,2011
1635.7,4,2011
5257.65,5,2011
2873.8,6,2011
4490.96,7,2011
1118.58,8,2011
31114.42,9,2011
3524.91,10,2011
4766.31,11,2011
3297.39,12,2011
3265.46,1,2012
23742.7,2,2012
1142,3,2012
3515.6,4,2012
22172.77,5,2012
21397.52,6,2012
3230,7,2012
3985.7,8,2012
5771.12,9,2012
5565,10,2012
5910,11,2012
24794.84,12,2012
6616,1,2013
2442.86,2,2013
6114.37,3,2013
3060.25,4,2013
5347.95,5,2013
5009.6,6,2013
52921.6,7,2013
6738.84,8,2013
6710.58,9,2013
6438.29,10,2013
7976.19,11,2013
19554.25,12,2013
2578.44,1,2014
2715.21,2,2014
5632.71,3,2014
1666.42,4,2014
7251.91,5,2014
1469.51,6,2014
14186.71,7,2014
6882.55,8,2014
1908.05,10,2014
34708.12,11,2014
4721.6,12,2014
6516.46,1,2015
5195.15,2,2015
28457.25,3,2015
9992.99,4,2015
7755.11,5,2015
2824.79,6,2015
3223.36,7,2015
64746.83,8,2015
5697.29,9,2015
5256.57,10,2015
4486.75,11,2015
6259.81,12,2015
10497.34,1,2016
2665.57,2,2016
3143.09,3,2016
10753.06,4,2016
2746.39,5,2016
2719.84,6,2016
2297.54,7,2016
2659.62,8,2016
5502.98,9,2016
1423.55,10,2016
1941.56,11,2016
1409.4,12,2016
2621.15,1,2017
28939.9,2,2017
1359.36,4,2017
19470.09,5,2017
3026.4,6,2017
3294.44,7,2017
4335.65,8,2017
957.41,9,2017
766.85,10,2017
1437.58,11,2017
1625.63,12,2017
2015.57,1,2018
5260.84,2,2018
1680.06,4,2018
842.93,5,2018
1912.74,7,2018
1528.13,8,2018
1622.5,9,2018
1770.42,11,2018
1623.8,12,2018
2644.54,1,2019
11983.14,2,2019
4166.91,4,2019
1621.58,5,2019
8190.74,6,2019
1719.36,7,2019
3266.65,8,2019
1834.68,9,2019
2028.19,10,2019
1965.97,11,2019
12796.45,12,2019
1819.85,1,2020
36629.22,2,2020
7272.62,3,2020
1675.3,7,2020
2994.26,8,2020
251.46,9,2020
1928.75,10,2020
20269.91,11,2020
4762.13,12,2020
2723.58,1,2021
5610,2,2021
1979.7,3,2021
1870.6,4,2021
2061.76,6,2021
3423.6,7,2021
24185.21,8,2021
4870.63,9,2021
1731.49,10,2021
